,MH63_germfree2,MH63_germfree3,MH63_microbiota1,MH63_microbiota3,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Product,funrice,,,,
LOC107276726,42.500769,23.15656996,497.4857473,459.360183,255.6258173,3.85645034,0.330308116,11.6753121,1.70E-31,9.52E-30,GDSL esterase/lipase At4g10955%2C transcript variant X1,-,,,,
LOC4349795,316.8239143,354.716549,1241.421807,1315.247548,807.0524546,1.929859521,0.165357216,11.67085157,1.80E-31,1.00E-29,purple acid phosphatase 22,OsPAP21b,,,,
LOC4345106,224.0949638,259.9851264,1189.839184,1044.386368,679.5764105,2.206671017,0.189151789,11.66613876,1.90E-31,1.06E-29,tetraspanin-7,-,,,,
LOC4332792,283.0164844,175.7794175,1662.106759,2042.921627,1040.956072,3.012084527,0.25829322,11.6614928,2.00E-31,1.11E-29,ethylene-responsive transcription factor RAP2-3,-,,,,
LOC107276596,89.83117083,88.41599441,669.4278259,554.4587791,350.5334426,2.777888497,0.239002511,11.62284232,3.15E-31,1.74E-29,putrescine hydroxycinnamoyltransferase-like,-,,,,
LOC4328832,1307.864573,1148.355356,5443.686207,4339.722542,3059.90717,1.993311581,0.171604507,11.61572974,3.43E-31,1.89E-29,peroxidase P7,-,,,,
LOC9266264,132.3319398,89.46856577,914.731858,794.7525532,482.8212292,2.942451385,0.253333897,11.61491381,3.46E-31,1.90E-29,anthranilate O-methyltransferase 1-like,OsBISAMT1,,,,
LOC4328105,545.748511,513.6548247,1693.056334,1663.376337,1103.959002,1.663214462,0.143281962,11.60798219,3.75E-31,2.06E-29,uncharacterized LOC4328105,-,,,,
LOC4339236,857.7427924,606.2811045,3554.615904,3609.501179,2157.035245,2.290114153,0.197315588,11.60635192,3.83E-31,2.10E-29,NAD(P)H dehydrogenase (quinone) FQR1%2C transcript variant X1,-,,,,
LOC4330864,291.7098236,331.559979,1188.692903,1192.12883,751.0228839,1.934423669,0.16776616,11.53047594,9.26E-31,5.04E-29,probable WRKY transcription factor 47,-,,,,
LOC4348135,317.7898409,248.4068414,2049.549577,1506.293835,1030.510023,2.649046843,0.230326324,11.50127697,1.30E-30,7.03E-29,WAG22 antigen%2C transcript variant X1,-,,,,
LOC4331845,22267.50517,21644.02492,55115.46014,50734.25193,37440.31054,1.269310177,0.110484174,11.48861538,1.51E-30,8.12E-29,ethylene-responsive transcription factor ERF073,OsRAF|OsLG3|OsSTAP1,,,,
LOC4348240,57.95559408,41.05028312,451.6345264,483.134832,258.4438089,3.235039801,0.282966223,11.43260058,2.87E-30,1.54E-28,uncharacterized LOC4348240,-,,,,
LOC9271441,4252.008753,3961.878607,10219.09087,9891.952185,7081.232603,1.291707871,0.113300946,11.40068039,4.15E-30,2.20E-28,arabinogalactan protein 1-like,-,,,,
LOC9270624,61.81930036,48.41828265,594.9195918,465.3038453,292.615255,3.261216012,0.286669506,11.37622225,5.49E-30,2.91E-28,uncharacterized LOC9270624,-,,,,
LOC9268586,90.7970974,88.41599441,825.3219771,598.6116987,400.7866919,2.988196863,0.263119949,11.35678566,6.86E-30,3.62E-28,auxin-responsive protein SAUR19,-,,,,
LOC4346689,134.263793,169.4639893,788.6410004,799.8471209,473.0539759,2.388892965,0.210794152,11.33282373,9.02E-30,4.72E-28,probable disease resistance protein At5g63020,-,,,,
LOC4330791,442.3943682,443.1325434,1545.186146,1412.044333,960.6893477,1.739027746,0.153531499,11.32684669,9.66E-30,5.04E-28,transcription factor bHLH94,OsbHLH048,,,,
LOC4330257,116.8771147,136.8342771,657.9650207,738.7123091,412.5971804,2.463142938,0.217480311,11.32582038,9.78E-30,5.09E-28,hippocampus abundant transcript 1 protein%2C transcript variant X1,-,,,,
LOC4327537,58.92152065,66.31199581,1459.215107,715.7867546,575.0588445,4.117951349,0.365066045,11.28001741,1.65E-29,8.52E-28,cytochrome P450 94B3,-,,,,
LOC107275730,13.52297195,15.78857043,341.5915961,281.0503153,162.9883634,4.410321151,0.391854649,11.25499254,2.19E-29,1.13E-27,aspartic proteinase nepenthesin-1,-,,,,
LOC4338283,1639.177386,1507.28219,4175.899948,4531.617924,2963.494362,1.468585702,0.130623798,11.2428648,2.51E-29,1.29E-27,acyl transferase 5-like,-,,,,
LOC4334907,390.2343335,402.0822603,1342.294493,1275.340101,852.4877971,1.723906799,0.153689439,11.21682015,3.37E-29,1.72E-27,uncharacterized protein C594.04c,-,,,,
LOC4335977,371.8817287,285.2468391,1506.212608,1423.082563,896.6059348,2.154738359,0.192537708,11.1912538,4.50E-29,2.29E-27,glutamate decarboxylase 4,OsGAD2,,,,
LOC4333181,1538.721023,1921.995307,10431.15277,7397.312226,5322.295331,2.365031647,0.211705377,11.1713348,5.63E-29,2.86E-27,pyruvate%2C phosphate dikinase 2-like%2C transcript variant X1,OsPPDKA,,,,
LOC4331328,9480.569266,8283.736619,38118.41254,29220.74184,21275.86507,1.922373208,0.173314723,11.09180558,1.37E-28,6.88E-27,silicon efflux transporter LSI2-like,Lsi2|OsLsi2,,,,
LOC9268587,44.43262213,41.05028312,372.5411702,463.605656,230.4074329,3.290713862,0.296772316,11.08834511,1.43E-28,7.14E-27,uncharacterized LOC9268587,-,,,,
LOC107276948,226.0268169,242.0914133,903.2690527,1016.366246,596.9383822,2.037299177,0.183931836,11.07638143,1.63E-28,8.07E-27,putative expansin-A27,-,,,,
LOC9272622,4692.471268,5184.966529,17611.45397,14360.73711,10462.40722,1.694542941,0.153269164,11.05599388,2.05E-28,1.01E-26,copper transport protein ATX1,-,,,,
LOC4326365,1388.036478,1148.355356,3956.960368,4136.788931,2657.535283,1.673727954,0.151442836,11.05187933,2.15E-28,1.05E-26,triose phosphate/phosphate translocator TPT%2C chloroplastic-like,OsTPT1,,,,
LOC4325668,124.6045273,111.5725644,632.7468491,793.9034586,415.7068498,2.595196343,0.235208719,11.03358902,2.63E-28,1.29E-26,cytokinin dehydrogenase 1-like,-,,,,
LOC9268839,116.8771147,58.94399627,942.2425906,1255.810925,593.4686567,3.640602686,0.330867102,11.0032175,3.69E-28,1.79E-26,probable inactive purple acid phosphatase 1%2C transcript variant X1,-,,,,
LOC4324848,772.7412545,739.9576675,2126.350372,2351.14297,1497.548066,1.565907564,0.14237874,10.99818389,3.90E-28,1.89E-26,bidirectional sugar transporter SWEET1a-like%2C transcript variant X2,-,,,,
LOC4352640,726.3767792,737.8525248,1992.23555,2009.806937,1366.567948,1.450729593,0.132335913,10.96247847,5.79E-28,2.78E-26,metal transporter Nramp6-like,-,,,,
LOC107275637,1341.672003,1014.678793,4404.009772,4892.483132,2913.210925,1.979830954,0.180874802,10.94586381,6.96E-28,3.33E-26,arabinogalactan protein 1,-,,,,
LOC4343386,595.9766925,571.5462496,2077.060309,1788.193245,1258.194124,1.726207977,0.158166805,10.91384489,9.90E-28,4.71E-26,18.8 kDa class V heat shock protein-like,-,,,,
LOC4326020,1318.489765,1058.88679,4253.847024,3913.477049,2636.175157,1.779879086,0.16309267,10.91329908,9.96E-28,4.73E-26,protein RALF-like 33,-,,,,
LOC4347446,384.4387741,351.5588349,1251.738332,1213.356195,800.273034,1.74305693,0.159739641,10.9118621,1.01E-27,4.80E-26,uncharacterized LOC4347446,-,,,,
LOC4325080,175.7986354,157.8857043,747.3749015,894.0966224,493.7889659,2.298818625,0.21100848,10.89443714,1.23E-27,5.80E-26,F-box protein At5g07610,-,,,,
LOC4326749,640.4093146,631.5428172,1839.780241,2071.790844,1295.880804,1.621285479,0.148846634,10.89232207,1.25E-27,5.92E-26,glucan endo-1%2C3-beta-D-glucosidase%2C transcript variant X1,-,,,,
LOC4332235,346.7676379,265.2479832,1987.650428,1483.36828,1020.758582,2.501958225,0.230052359,10.87560344,1.51E-27,7.08E-26,uncharacterized LOC4332235,-,,,,
LOC9269178,245.3453483,189.4628452,1125.647474,1530.917578,772.8433116,2.61082189,0.24065247,10.84893036,2.02E-27,9.44E-26,ferritin-1%2C chloroplastic,OsFER1,,,,
LOC4336855,3218.467325,3138.767802,8853.870766,7789.593935,5750.174957,1.388241579,0.12799058,10.84643557,2.07E-27,9.69E-26,late embryogenesis abundant protein At5g17165,-,,,,
LOC4326326,3129.602081,2796.682109,7647.983655,8428.11308,5500.595231,1.439734169,0.132764822,10.84424431,2.12E-27,9.90E-26,fasciclin-like arabinogalactan protein 11,-,,,,
LOC4337076,93.6948771,104.2045648,557.0923346,524.7404678,319.9330611,2.451224385,0.226215538,10.83579141,2.33E-27,1.08E-25,uncharacterized LOC4337076,-,,,,
LOC4333098,1158.145955,1229.403351,4937.030216,3827.718493,2788.074504,1.875849002,0.173126383,10.83514232,2.35E-27,1.09E-25,zinc transporter 2-like,-,,,,
LOC9267626,73.41041917,78.94285215,662.5501427,495.8712511,327.6936663,2.92557599,0.270035975,10.83402309,2.37E-27,1.10E-25,uncharacterized LOC9267626,-,,,,
LOC4324655,7712.923646,6983.810987,18354.24375,17442.95053,12623.48223,1.284243633,0.118679966,10.82106502,2.74E-27,1.26E-25,probable serine acetyltransferase 1,-,,,,
LOC4327178,325.5172534,347.3485495,1108.453266,1151.372289,733.1728395,1.748577052,0.161645286,10.81737112,2.85E-27,1.31E-25,probable chlorophyll(ide) b reductase NYC1%2C chloroplastic,NYC1,,,,
LOC4335846,2294.075599,1729.374748,10622.58161,8110.551697,5689.145914,2.218720445,0.205153335,10.81493727,2.92E-27,1.34E-25,peroxidase 72,-,,,,
LOC9267999,201.8786527,168.4114179,9405.231698,4737.947913,3628.36742,5.254956141,0.487799686,10.77277476,4.63E-27,2.10E-25,bifunctional epoxide hydrolase 2%2C transcript variant X4,-,,,,
LOC9271443,57.95559408,39.99771176,425.2700743,430.4909663,238.4285866,3.122445218,0.290279351,10.75669078,5.51E-27,2.49E-25,GDSL esterase/lipase At5g45910,-,,,,
LOC4350831,212.503845,101.0468508,1632.303466,1704.981973,912.7090337,3.409215104,0.317572088,10.73524794,6.95E-27,3.13E-25,non-specific phospholipase C4,OsNPC3,,,,
LOC4340272,418.246204,395.7668321,1569.258037,2113.39648,1124.166888,2.178328899,0.203263702,10.71676289,8.49E-27,3.79E-25,probable calcium-binding protein CML30,-,,,,
LOC4331713,373.8135818,336.8228359,1208.179672,1172.599654,772.8539359,1.74335712,0.16300929,10.69483293,1.08E-26,4.79E-25,uncharacterized LOC4331713,-,,,,
LOC4342237,1.931853136,2.105142724,669.4278259,512.8531433,296.5794913,8.195145287,0.767314727,10.68029193,1.26E-26,5.60E-25,flavin-containing monooxygenase FMO GS-OX-like 9%2C transcript variant X1,-,,,,
LOC9270242,115.9111882,111.5725644,750.8137431,588.4225634,391.6800148,2.555609803,0.2394275,10.67383575,1.35E-26,5.99E-25,E3 ubiquitin-protein ligase EL5-like,-,,,,
LOC4343309,10.62519225,5.26285681,324.3973882,781.1670395,280.3631192,6.110462837,0.574091453,10.64370981,1.87E-26,8.25E-25,peroxidase 7,-,,,,
LOC4336777,688.705643,601.0182477,2041.525613,1920.652004,1312.975377,1.618360403,0.152671904,10.60025035,2.97E-26,1.31E-24,histone H4,-,,,,
LOC4325861,750.5249434,731.5370966,2422.090747,2092.169114,1499.080475,1.606134816,0.151738198,10.58490766,3.50E-26,1.54E-24,pectinesterase,-,,,,
LOC4344028,1137.861497,962.0502249,3140.808635,3069.477008,2077.549341,1.563792746,0.147833244,10.57808582,3.77E-26,1.65E-24,hydrophobic protein LTI6A-like%2C transcript variant X7,-,,,,
LOC4337666,1651.734431,1585.172471,3970.715734,3811.585696,2754.802083,1.265300863,0.119766075,10.56476852,4.34E-26,1.89E-24,protein IQ-DOMAIN 1,-,,,,
LOC4352439,355.460977,457.8685425,1690.763773,2170.285818,1168.594778,2.248582333,0.213798846,10.51728002,7.19E-26,3.13E-24,respiratory burst oxidase homolog protein B%2C transcript variant X5,Osrboh9|OsRBOHH,,,,
LOC4335551,425.00769,529.4433951,1674.715845,1711.77473,1085.235415,1.82808317,0.174187185,10.49493494,9.11E-26,3.95E-24,cysteine proteinase inhibitor 10,-,,,,
LOC4335455,3414.550418,3591.373487,8070.961168,7736.100975,5703.246512,1.173899419,0.11252964,10.431913,1.77E-25,7.59E-24,cysteine proteinase 1,-,,,,
LOC4337686,1310.762353,1358.869628,4204.556961,3540.724516,2603.728365,1.53629623,0.148563218,10.3410269,4.60E-25,1.95E-23,phosphoinositide phospholipase C 2%2C transcript variant X1,OsPLC4,,,,
LOC4329892,20135.70524,19110.48565,41600.81277,40827.86514,30418.7172,1.070568318,0.103824517,10.31132481,6.26E-25,2.65E-23,glyceraldehyde-3-phosphate dehydrogenase 3%2C cytosolic-like,OsGAPDH1,,,,
LOC4344197,3.863706272,8.420570896,410.3684275,250.4829094,168.2839035,5.763695652,0.559791007,10.29615621,7.33E-25,3.09E-23,momilactone A synthase-like,-,,,,
LOC4334101,6912.170521,6642.777866,15191.65578,17043.02697,11447.40779,1.249876307,0.121947987,10.24925741,1.19E-24,4.98E-23,cysteine synthase-like%2C transcript variant X1,OsOASTL-A1,,,,
LOC9272001,3704.328389,3437.698068,9785.796832,12309.32453,7309.286956,1.629452997,0.159057063,10.24445542,1.25E-24,5.23E-23,leucine-rich repeat extensin-like protein 6,-,,,,
LOC4331361,301.3690892,250.5119842,1068.333448,1003.629827,655.9610871,1.906988435,0.186157382,10.24395818,1.26E-24,5.24E-23,remorin,-,,,,
LOC4341870,314.8920612,371.5576908,1196.716867,1398.45882,820.4063596,1.92025196,0.187673119,10.23189665,1.43E-24,5.91E-23,beta-glucosidase 25-like%2C transcript variant X2,-,,,,
LOC4331599,370.9158021,259.9851264,1419.095288,1504.595646,888.6479657,2.21104372,0.216450701,10.21499911,1.70E-24,7.01E-23,MDIS1-interacting receptor like kinase 1,-,,,,
LOC4343526,252.1068343,248.4068414,842.516185,868.6237841,552.9134112,1.773653054,0.173723208,10.20964946,1.80E-24,7.38E-23,BTB/POZ domain-containing protein At3g22104%2C transcript variant X1,-,,,,
LOC4327988,10779.7405,11422.50442,24906.38322,27964.93092,18768.38976,1.251867311,0.122657807,10.20617717,1.86E-24,7.63E-23,thiosulfate sulfurtransferase 18%2C transcript variant X2,OsHAC1;1,,,,
LOC4345909,48.2963284,55.78628219,413.8072691,355.7706408,218.4151301,2.88678663,0.283454441,10.18430554,2.33E-24,9.54E-23,oligopeptide transporter 5,-,,,,
LOC4337311,7.727412545,11.57828498,323.2511077,227.557355,142.5285401,4.840280099,0.475589703,10.1774283,2.50E-24,1.02E-22,agmatine hydroxycinnamoyltransferase 1-like,OsAHT2,,,,
LOC4347159,35.73928302,33.68228359,324.3973882,296.3340182,172.5382433,3.158677367,0.310419082,10.17552576,2.55E-24,1.04E-22,uncharacterized LOC4347159,-,,,,
LOC4340522,4429.739241,4326.068298,9204.632606,9208.431025,6792.217793,1.072387212,0.10542986,10.17157013,2.66E-24,1.08E-22,annexin D1,-,,,,
LOC4326394,3548.814211,4815.513981,14360.6024,16390.07322,9778.750954,1.878489858,0.184993178,10.15437371,3.17E-24,1.29E-22,zinc transporter 1-like,OsZIP1,,,,
LOC4346935,708.990101,772.5873797,3037.643388,2346.897497,1716.529591,1.861254051,0.183343523,10.15173059,3.26E-24,1.32E-22,uncharacterized LOC4346935,-,,,,
LOC4348636,1190.021532,1060.991933,2948.233507,3275.806998,2118.763493,1.467339768,0.145079482,10.1140406,4.79E-24,1.93E-22,GDP-mannose 3%2C5-epimerase 1-like,OsGME1,,,,
LOC9267527,3493.756397,3485.06378,7553.988652,7316.648238,5462.364267,1.091324284,0.108031698,10.10188959,5.42E-24,2.17E-22,uncharacterized LOC9267527,-,,,,
LOC9269080,102.3882162,99.99427939,622.4303244,499.2676296,331.0201124,2.468605235,0.24488446,10.08069372,6.72E-24,2.69E-22,uncharacterized LOC9269080,-,,,,
LOC4334765,19.31853136,18.94628452,240.71891,266.615707,136.3998582,3.729531012,0.370632867,10.06260195,8.08E-24,3.21E-22,probable glucan endo-1%2C3-beta-glucosidase A6,-,,,,
LOC4325656,234.720156,152.6228475,1123.354913,1040.98999,637.9219766,2.479790489,0.246510491,10.05957385,8.34E-24,3.31E-22,plant cysteine oxidase 2,-,,,,
LOC4340180,1010.35919,873.6342305,2709.807158,2553.227487,1786.757016,1.481416414,0.147597521,10.03686517,1.05E-23,4.15E-22,GDSL esterase/lipase At5g45910%2C transcript variant X1,-,,,,
LOC4334497,13.52297195,8.420570896,281.9850089,222.4627873,131.5978348,4.511690198,0.450622546,10.01212709,1.35E-23,5.31E-22,protochlorophyllide-dependent translocon component 52%2C chloroplastic,-,,,,
LOC4327723,957.233229,905.2113714,2549.327885,2323.971942,1683.936107,1.387048269,0.138637373,10.00486546,1.45E-23,5.70E-22,probable inactive receptor kinase At2g26730,-,,,,
LOC4347316,36.70520959,31.57714086,298.0329362,395.6780874,190.4983435,3.344851359,0.334485487,9.99998951,1.52E-23,5.98E-22,uncharacterized LOC4347316,-,,,,
LOC4331538,855.8109393,771.5348084,2213.467691,2535.3965,1594.052485,1.545279113,0.154819644,9.981156617,1.84E-23,7.18E-22,transcription factor bHLH93,RAI1,,,,
LOC4347962,1315.591986,928.3679413,4258.432146,4602.092776,2776.121212,1.980947571,0.198475298,9.980826807,1.85E-23,7.19E-22,peroxidase A2%2C transcript variant X2,-,,,,
LOC4344114,95.62673024,71.57485262,537.6055657,789.6579856,373.6162835,2.988196422,0.300337302,9.949468146,2.54E-23,9.82E-22,uncharacterized LOC4344114%2C transcript variant X2,-,,,,
LOC4348784,2947.041959,2688.267259,6500.55685,6363.114993,4624.745265,1.190538351,0.119930795,9.926877845,3.18E-23,1.23E-21,glycine-rich cell wall structural protein 2-like,-,,,,
LOC4347868,328.4150331,139.9919912,13308.31688,17493.04712,7817.442755,6.0385025,0.608888263,9.917258825,3.50E-23,1.35E-21,stem bromelain,-,,,,
LOC4352564,7254.108526,6416.475023,20036.98356,26794.02945,15125.39914,1.776439255,0.179239107,9.911002616,3.73E-23,1.43E-21,metallothionein-like protein 4B,OsMT-I-4b|OsMT1c,,,,
LOC4337563,1190.021532,1152.565641,2709.807158,2773.992085,1956.596604,1.227089594,0.123870375,9.906239425,3.91E-23,1.50E-21,V-type proton ATPase 16 kDa proteolipid subunit,-,,,,
LOC4330345,510.0092279,415.765688,1539.454743,1498.651983,990.9704107,1.713392885,0.172979212,9.90519536,3.95E-23,1.51E-21,histone H4,-,,,,
LOC4348595,48.2963284,32.62971222,338.1527545,374.4507222,198.3823793,3.134225676,0.316735881,9.895391926,4.36E-23,1.66E-21,BURP domain-containing protein 16-like,OsBURP16,,,,
LOC9272120,2766.413691,2446.175845,6702.302223,6226.410761,4535.32563,1.31018763,0.132513738,9.887183428,4.73E-23,1.79E-21,fasciclin-like arabinogalactan protein 13,-,,,,
LOC4333014,4219.167249,3738.733478,9993.273606,9290.793202,6810.491884,1.276730647,0.129236832,9.878999861,5.13E-23,1.94E-21,phospho-2-dehydro-3-deoxyheptonate aldolase 1%2C chloroplastic-like,OsDAHPS1|DAHPS1,,,,
LOC4352759,23.18223763,26.31428405,251.0354347,298.0322075,149.641041,3.475253096,0.352455702,9.860113135,6.20E-23,2.34E-21,auxin-responsive protein SAUR77%2C transcript variant X2,-,,,,
LOC4349721,110.1156288,167.3588466,1099.283022,808.3380669,546.2738911,2.782621125,0.282381936,9.854104569,6.58E-23,2.47E-21,cytochrome P450 94B3,-,,,,
LOC112936410,2788.630002,2118.826152,7717.906767,8607.272043,5308.158741,1.733917481,0.176046088,9.849224728,6.91E-23,2.59E-21,arabinogalactan protein 1-like,-,,,,
LOC4339611,102.3882162,66.31199581,652.233618,542.5714546,340.8763212,2.819742504,0.286626297,9.837696443,7.75E-23,2.89E-21,protein DMP6,-,,,,
LOC4325311,1538.721023,1397.814769,3595.882003,4023.859348,2639.069286,1.375758291,0.139887453,9.834751128,7.98E-23,2.98E-21,uncharacterized LOC4325311,DFOT1|EMF1,,,,
LOC4327550,1649.802578,1328.345059,4271.041232,4560.48714,2952.419002,1.568016803,0.159512338,9.830065928,8.36E-23,3.11E-21,tubulin beta-4 chain-like,Ostub16,,,,
LOC4326222,542.8507313,567.3359641,1471.824193,1474.02824,1014.009782,1.408131798,0.143548245,9.809467168,1.03E-22,3.80E-21,coleoptile phototropism protein 1-like,-,,,,
LOC4350054,6322.955315,5267.067096,14797.33528,16007.13155,10598.62231,1.410213476,0.144127778,9.784466939,1.31E-22,4.85E-21,alcohol dehydrogenase 2,OsADH,,,,
LOC4332479,647.1708006,550.4948223,1744.638957,1745.738514,1172.010774,1.542488387,0.157729316,9.779338604,1.38E-22,5.09E-21,probable RNA-binding protein ARP1,-,,,,
LOC4334069,4814.178015,4289.2283,10379.57014,11128.23393,7652.802598,1.24037088,0.126903211,9.774148889,1.45E-22,5.35E-21,auxin-responsive protein IAA13-like,OsIAA13|OsiIAA1,,,,
LOC4343396,252.1068343,262.0902691,825.3219771,849.9437027,547.3656958,1.704575632,0.174433815,9.772048102,1.48E-22,5.45E-21,cytochrome P450 716B1%2C transcript variant X1,-,,,,
LOC4341818,85.96746456,108.4148503,657.9650207,511.1549541,340.8755724,2.588838998,0.265139026,9.764081288,1.61E-22,5.89E-21,uncharacterized LOC4341818,-,,,,
LOC4339095,7762.185901,6344.90017,18482.62717,19920.6086,13127.58046,1.444763858,0.148367233,9.737755654,2.08E-22,7.58E-21,alanine--glyoxylate aminotransferase 2 homolog 2%2C mitochondrial,Osh36|OsAMTR1,,,,
LOC107278293,17.38667823,27.36685541,262.4982399,355.7706408,165.7556036,3.796825506,0.390073056,9.733626673,2.17E-22,7.89E-21,36.4 kDa proline-rich protein,OsHyPRP16,,,,
LOC4349828,1488.492841,1365.185057,3395.282911,3737.714465,2496.668819,1.321810972,0.135851502,9.729822262,2.25E-22,8.16E-21,NDR1/HIN1-like protein 1,-,,,,
LOC4327118,716.7175135,670.4879576,1749.224079,1820.45884,1239.222098,1.363577428,0.140526458,9.703350138,2.92E-22,1.05E-20,embryo-specific protein ATS3A,-,,,,
