"XM_015766610.2","LOC4326813"
"XM_015792540.2","LOC4325199"
"XM_015766015.2","LOC4325200"
"XM_015769105.2","LOC4327632"
"XM_015769115.2","LOC4327632"
"XM_015769127.2","LOC4327632"
"XM_015769143.2","LOC4327632"
"XM_015792253.2","LOC4327633"
"XM_015773665.2","LOC4327635"
"XR_003240750.1","LOC112937906"
"XR_003240749.1","LOC112937906"
"XR_003240748.1","LOC112937906"
"XR_003240747.1","LOC112937906"
"XM_015766709.1","LOC4327636"
"XM_015766710.2","LOC4327636"
"XM_015781200.1","LOC107275258"
"XM_015766708.2","LOC4327637"
"XM_015766706.2","LOC4327637"
"XM_015765778.2","LOC4327638"
"XM_015765777.2","LOC4327638"
"XM_015765781.2","LOC4327639"
"XM_015765775.2","LOC4327640"
"XR_003240751.1","LOC107276823"
"XM_015765780.2","LOC107276823"
"XM_026023106.1","LOC107276823"
"XM_026023115.1","LOC9269359"
"XM_015790839.2","LOC9269359"
"XM_026023118.1","LOC9269359"
"XM_026023117.1","LOC9269359"
"XM_015766068.2","LOC4327642"
"XM_015766075.1","LOC4327642"
"XM_026023130.1","LOC112937923"
"XM_015755539.1","LOC9266078"
"XM_026023126.1","LOC9266078"
"XM_015765938.2","LOC4327644"
"XM_015765937.2","LOC4327644"
"XM_015765936.2","LOC4327645"
"XM_015765935.2","LOC4327645"
"XM_015765933.2","LOC4327645"
"XM_015771635.2","LOC4327646"
"XM_015791123.2","LOC4327647"
"XM_015791144.2","LOC4327648"
"XM_026023151.1","LOC112937926"
"XM_026023147.1","LOC112937926"
"XM_026023148.1","LOC112937926"
"XM_026023150.1","LOC112937926"
"unassigned_transcript_10","TRNAP-AGG"
"XM_015791174.2","LOC4327118"
"XM_026022528.1","LOC112937638"
"XM_015791158.2","LOC4327119"
"XM_015791191.2","LOC4327120"
"XM_015791183.2","LOC4327120"
"XM_015788236.2","LOC4327121"
"XM_015762000.2","LOC4327122"
"XM_015762010.2","LOC4327123"
"XM_026023169.1","LOC112937928"
"XM_015766410.2","LOC4327126"
"XR_001542640.2","LOC9266294"
"XM_015766636.2","LOC4327127"
"XM_015766644.2","LOC4327127"
"XM_015766657.2","LOC4327128"
"XM_026023194.1","LOC4327129"
"XM_026023187.1","LOC4327129"
"XM_026023185.1","LOC4327129"
"XM_026023193.1","LOC4327129"
"XM_026023183.1","LOC4327129"
"XM_015766057.2","LOC4327129"
"XM_015766059.2","LOC4327130"
"XM_015775747.2","LOC4327131"
"XM_015775830.2","LOC4327131"
"XM_015770941.2","LOC4327132"
"XM_015781213.2","LOC4326215"
"XR_003240795.1","LOC112937940"
"XM_015765762.2","LOC4326214"
"XM_015772567.2","LOC107275818"
"XM_015757834.2","LOC4326218"
"XR_001540403.2","LOC107279010"
"XM_015757822.2","LOC4326219"
"XM_015757777.2","LOC4326221"
"XM_015757792.2","LOC4326221"
"XM_015757799.2","LOC4326221"
"XM_015757770.2","LOC4326221"
"XM_015757784.2","LOC4326221"
"XM_015757816.2","LOC4326221"
"XM_015757762.2","LOC4326221"
"XM_015757807.2","LOC4326221"
"XM_015757846.2","LOC4326220"
"XM_015767135.2","LOC4326222"
"XM_015767124.2","LOC4326223"
"XM_015775865.2","LOC4326224"
"XM_015775857.2","LOC4326224"
"XM_015776186.2","LOC9270565"
"XM_026023253.1","LOC112937942"
"XM_015778799.2","LOC4326225"
"XM_015766032.2","LOC4323863"
"XR_003240812.1","LOC112937943"
"XM_015779152.2","LOC4323864"
"XM_015769654.2","LOC4323865"
"XM_015760665.2","LOC4323866"
"XM_015760658.1","LOC4323866"
"XM_015760625.2","LOC4323867"
"XM_015760632.2","LOC4323867"
"XM_015760639.2","LOC4323867"
"XM_026023271.1","LOC4323867"
"XM_015794219.2","LOC4323868"
"XM_015766368.2","LOC4323870"
"XM_015767021.2","LOC4323871"
"XM_026023293.1","LOC4323872"
"XM_015770292.2","LOC4323873"
"XM_015764531.2","LOC4323875"
"XM_015762270.2","LOC4323876"
"XM_015762284.2","LOC4323877"
"XM_015763740.2","LOC4323878"
"XR_001541282.2","LOC4323879"
"XM_015761039.2","LOC4323879"
"XM_015792129.2","LOC4323880"
"XM_015767003.2","LOC4325347"
"XM_015767027.1","LOC4325348"
"XM_015768936.2","LOC4325349"
"XM_026023335.1","LOC107280800"
"XM_026023330.1","LOC107280466"
"XM_015776720.2","LOC107280466"
"XM_015776728.2","LOC107280466"
"XM_026023332.1","LOC107280466"
"XM_015765540.1","LOC4325351"
"XM_015765531.1","LOC4325351"
"XM_015776117.2","LOC4325352"
"XM_015776125.2","LOC4325352"
"XM_026023351.1","LOC107280802"
"XM_015766983.2","LOC4325353"
"XM_026023349.1","LOC4325353"
"XM_015772328.2","LOC4325354"
"XM_015761062.1","LOC4325355"
"XM_015786481.2","LOC9271331"
"XM_015786474.2","LOC9271331"
"XM_015761780.2","LOC9267183"
"XR_001545173.2","LOC107280643"
"XM_026023359.1","LOC107280643"
"XM_026022538.1","LOC112937644"
"XR_001544797.2","LOC9271473"
"XR_001544796.2","LOC9271473"
"XR_001544794.2","LOC9271473"
"XM_015769341.2","LOC4325360"
"XM_015766407.2","LOC4325361"
"XM_015766408.2","LOC4325362"
"XM_026023374.1","LOC4325363"
"XM_015770797.2","LOC4325363"
"XM_026023380.1","LOC9272136"
"XM_015773302.2","LOC9272136"
"XM_015794097.1","LOC4325329"
"XM_015794092.1","LOC4325329"
"XM_015794104.1","LOC4325329"
"XM_015794111.1","LOC4325329"
"XM_015794117.2","LOC4325329"
"XM_015776740.2","LOC4325330"
"XM_026023390.1","LOC4325330"
"XM_015776747.2","LOC4325330"
"XM_015794534.2","LOC4325331"
"XM_015794552.2","LOC4325331"
"XM_015794559.2","LOC4325331"
"XM_015794566.2","LOC4325331"
"XM_015794543.2","LOC4325331"
"XM_015794575.2","LOC4325332"
"XM_015783370.2","LOC4325333"
"XM_015783429.2","LOC4325333"
"unassigned_transcript_11","TRNAG-GCC"
"XM_015773607.2","LOC4325335"
"XM_026023402.1","LOC4325336"
"XM_015788000.2","LOC4325337"
"XM_015765808.2","LOC4325338"
"XM_026023413.1","LOC9269019"
"XM_026023411.1","LOC9269019"
"XM_026023410.1","LOC9269019"
"XM_015765835.2","LOC9269019"
"XM_015765828.2","LOC9269019"
"XM_015765820.2","LOC9269019"
"XM_015787458.2","LOC9271558"
"XM_015765998.2","LOC4325339"
"XM_015765999.2","LOC4325339"
"XM_015765997.2","LOC4325339"
"XM_015766000.2","LOC107278601"
"XM_015789669.2","LOC107277953"
"XM_015755602.2","LOC4325340"
"XR_001539783.2","LOC4325342"
"XR_001539782.2","LOC4325342"
"XR_001539780.2","LOC4325342"
"XR_001539779.2","LOC4325342"
"XR_001539784.2","LOC4325342"
"XR_001539778.2","LOC4325342"
"XR_001539781.2","LOC4325342"
"XR_003240929.1","LOC4325342"
"XM_015755606.2","LOC4325342"
"XR_001540450.2","LOC4325343"
"XR_001540448.2","LOC4325343"
"XR_003240937.1","LOC4325343"
"XR_001540446.2","LOC4325343"
"XM_015758072.2","LOC4325343"
"XM_015758100.2","LOC4325344"
"XM_015758092.2","LOC4325344"
"XM_015761581.2","LOC4325346"
"XM_015761569.2","LOC4325652"
"XM_015789334.2","LOC107276490"
"XM_015789347.2","LOC107276490"
"XM_015766304.2","LOC4325653"
"XM_015762899.1","LOC4325654"
"XM_015766167.2","LOC4325655"
"XM_015787150.2","LOC4325656"
"XM_015769774.2","LOC4325657"
"XM_015777775.2","LOC4325658"
"XM_015766984.2","LOC4325659"
"XM_015790985.1","LOC107278583"
"XM_015786180.2","LOC107278147"
"XM_015786941.2","LOC4325660"
"XM_015764990.2","LOC4325661"
"XM_015764999.2","LOC4325661"
"XM_015764985.2","LOC4325661"
"XR_001545167.2","LOC107280580"
"XM_015766157.2","LOC4325662"
"XM_015766169.2","LOC4325663"
"XR_001544338.2","LOC4325665"
"XM_015760837.2","LOC4325666"
"XM_015778026.2","LOC4325667"
"XM_015780365.2","LOC4325668"
"XM_026023505.1","LOC4326765"
"XM_015766301.2","LOC4326766"
"XM_015762239.2","LOC4326767"
"XM_015762248.2","LOC4326767"
"XM_015762257.2","LOC4326767"
"XM_026023516.1","LOC4326768"
"XM_015762208.2","LOC4326768"
"XM_015762218.2","LOC4326768"
"XM_015762227.2","LOC4326768"
"XR_001542497.2","LOC107279861"
"XM_015766067.2","LOC4326769"
"XM_015787185.2","LOC9267956"
"XR_003241032.1","LOC9270422"
"XM_015766454.2","LOC4326771"
"XR_001542688.2","LOC9270260"
"XM_015766749.2","LOC4326773"
"XM_015768209.2","LOC4326774"
"XM_015766536.2","LOC4326775"
"XM_015766532.2","LOC4326776"
"XM_015766533.2","LOC4326776"
"XM_015766534.2","LOC4326777"
"XR_003241043.1","LOC4326781"
"XR_003241044.1","LOC4326781"
"XR_003241042.1","LOC4326781"
"XR_001542632.2","LOC4326781"
"XR_001542634.2","LOC4326781"
"XR_001542630.2","LOC4326781"
"XR_001542633.2","LOC4326781"
"XM_015766620.2","LOC4326782"
"XM_015769952.2","LOC4327297"
"XR_003241046.1","LOC112938004"
"XM_015759569.2","LOC4327298"
"XM_026023568.1","LOC4327298"
"XM_026023566.1","LOC4327298"
"XM_026023563.1","LOC4327298"
"XM_026023569.1","LOC4327298"
"XM_026023579.1","LOC4327298"
"XM_026023562.1","LOC4327298"
"XM_026023580.1","LOC4327298"
"XM_026023578.1","LOC4327298"
"XM_026023560.1","LOC4327298"
"XM_015759586.2","LOC4327298"
"XM_026023571.1","LOC4327298"
"XM_015759585.2","LOC4327298"
"XM_015759584.2","LOC4327298"
"XM_015759578.2","LOC4327298"
"XM_015759590.1","LOC4327300"
"XM_015766054.2","LOC4327301"
"XM_015778150.2","LOC4327302"
"XM_015772933.2","LOC4327303"
"XM_015772941.2","LOC4327303"
"XM_026023599.1","LOC4327304"
"XM_015770351.2","LOC4327305"
"XM_015779262.2","LOC107276840"
"XR_003240378.1","LOC112937718"
"XM_015767514.2","LOC4327306"
"XM_026023602.1","LOC4327307"
"XM_015790450.2","LOC107281590"
"XM_015770087.2","LOC4327309"
"XM_015770095.2","LOC4327309"
"XM_015770078.2","LOC4327310"
"XM_015770128.2","LOC4327311"
"XM_015770120.2","LOC4327311"
"XM_015763661.2","LOC4327312"
"XM_015763667.2","LOC4327312"
"XM_015763675.2","LOC4327313"
"XR_001541977.2","LOC107279634"
"XM_015773145.2","LOC4327314"
"XM_015773139.2","LOC4327314"
"XM_015766628.2","LOC4327315"
"XM_015766629.2","LOC4327315"
"XR_001547618.2","LOC107281763"
"XM_015776068.2","LOC4327316"
"XM_015767005.2","LOC4327319"
"XR_003241149.1","LOC4327320"
"XR_001542719.2","LOC107279882"
"XR_003241150.1","LOC107279882"
"XM_026023612.1","LOC4327321"
"XM_015766939.2","LOC4327321"
"XM_015766940.2","LOC4327321"
"XM_015788826.2","LOC107278163"
"XM_015771888.2","LOC4327322"
"XM_015766608.2","LOC4327323"
"XM_026025081.1","LOC4327324"
"XM_026023624.1","LOC107280684"
"XM_015779670.2","LOC107280684"
"XM_015771425.2","LOC4327325"
"XR_001543807.2","LOC9268356"
"XR_001543806.2","LOC9268356"
"XR_003241162.1","LOC9268356"
"XM_015771445.2","LOC9268356"
"XM_015771438.2","LOC9268356"
"XM_015767695.2","LOC4327326"
"XM_015767688.2","LOC4327326"
"XM_026023629.1","LOC4327327"
"XM_015755947.2","LOC4327329"
"XR_003241156.1","LOC9268869"
"XR_003241155.1","LOC9268869"
"XR_001539822.1","LOC9268869"
"XR_001539824.1","LOC9268869"
"XM_015755933.2","LOC9268869"
"XM_015766794.2","LOC4327331"
"XM_015766795.2","LOC4327331"
"XM_015766792.2","LOC107275931"
"XR_003241165.1","LOC4327332"
"XM_015773532.2","LOC4327332"
"XM_015773930.2","LOC4327333"
"XR_001544105.2","LOC4327335"
"XM_015772870.2","LOC4327335"
"XM_015768996.2","LOC4327336"
"XM_015766061.1","LOC4327338"
"XR_003243353.1","LOC112939592"
"XM_015779164.2","LOC4327339"
"XM_015771301.2","LOC4327340"
"XM_015789385.2","LOC107277551"
"XM_015766998.2","LOC4327343"
"XR_001546994.2","LOC107281454"
"XR_001546996.2","LOC107281454"
"XM_015787127.1","LOC4327344"
"XR_003241179.1","LOC4327345"
"XR_003241185.1","LOC4327345"
"XR_003241182.1","LOC4327345"
"XM_015758176.2","LOC4327345"
"XM_026023672.1","LOC4327346"
"XM_015758201.1","LOC4327346"
"XM_026023670.1","LOC4327346"
"XR_001540457.2","LOC9272131"
"XR_001540456.2","LOC9272131"
"XR_001540458.2","LOC9272131"
"XR_001540459.2","LOC9272131"
"XR_003241187.1","LOC9272131"
"XR_003241188.1","LOC9272131"
"XR_003241190.1","LOC9272131"
"XR_003241192.1","LOC9272131"
"XR_003241186.1","LOC9272131"
"XM_026022541.1","LOC112936093"
"XM_015769204.2","LOC4327348"
"XM_015766458.2","LOC4327349"
"XM_015766457.2","LOC4327063"
"XM_015788914.2","LOC4327064"
"XM_015766405.2","LOC4327066"
"XM_015766406.2","LOC4327066"
"XM_015770359.2","LOC4327067"
"XM_015765766.2","LOC4327068"
"XM_015777731.2","LOC107278619"
"XM_015790286.2","LOC4327069"
"XM_015790447.2","LOC107278329"
"XM_015788412.2","LOC4327070"
"XM_015777012.2","LOC9271572"
"XM_015777004.2","LOC9271572"
"XM_015775384.2","LOC107276816"
"XR_001542425.2","LOC107279851"
"XR_001542424.2","LOC4327072"
"XM_015765731.2","LOC4327072"
"XM_015774835.2","LOC4327073"
"XM_015774714.2","LOC9271430"
"XM_026023721.1","LOC9271430"
"XM_026023723.1","LOC9271430"
"XM_026023725.1","LOC9271430"
"XM_026023727.1","LOC9271430"
"XM_026023708.1","LOC9271430"
"XM_015774721.2","LOC9271430"
"XM_015774727.2","LOC9271430"
"XM_015774748.2","LOC9271430"
"XM_026023729.1","LOC9271430"
"XM_026023733.1","LOC9271430"
"XM_015779056.2","LOC4327074"
"XM_015766929.2","LOC4327076"
"XR_001542833.2","LOC4327077"
"XR_001542827.2","LOC4327077"
"XR_001542830.2","LOC4327077"
"XR_003241218.1","LOC4327077"
"XR_001542834.2","LOC4327077"
"XR_001542824.2","LOC4327077"
"XR_001542823.2","LOC4327077"
"XR_003241216.1","LOC4327077"
"XR_001542831.2","LOC4327077"
"XR_001542821.2","LOC4327077"
"XM_015767602.2","LOC4327077"
"XM_015767587.2","LOC4327077"
"XM_015787336.2","LOC4327078"
"XR_003241225.1","LOC4327079"
"XR_003241224.1","LOC4327079"
"XM_026023748.1","LOC4327079"
"XM_015769464.2","LOC4327080"
"XM_015788849.2","LOC107281461"
"XM_015781284.1","LOC107280806"
"XR_003240323.1","LOC112937661"
"XM_015766263.1","LOC4327083"
"XM_015766264.2","LOC4327083"
"XM_015766262.2","LOC4327084"
"XM_026023755.1","LOC4327085"
"XM_026023753.1","LOC4327085"
"XM_015787616.2","LOC4327085"
"unassigned_transcript_12","TRNAE-CUC_1"
"XM_015762311.2","LOC4327087"
"XM_015762301.2","LOC4327088"
"XM_015762294.1","LOC4327089"
"XM_015776844.2","LOC4327090"
"XM_015774272.2","LOC4327091"
"XM_015766104.2","LOC4327092"
"XM_015766106.2","LOC9271100"
"XM_015766105.2","LOC4327093"
"XM_015777394.2","LOC4327094"
"XM_015777387.2","LOC4327094"
"XM_015777379.2","LOC4327094"
"XM_026022529.1","LOC112937639"
"XM_026023781.1","LOC4327096"
"XM_015788354.2","LOC4327097"
"XM_026023785.1","LOC112936075"
"XM_026023782.1","LOC4325525"
"XM_015766600.2","LOC4325526"
"XR_003241244.1","LOC112938205"
"XM_015779565.2","LOC4325527"
"XM_015779971.2","LOC4325528"
"XM_015775832.2","LOC4325529"
"XM_015781321.1","LOC107280810"
"XM_026023792.1","LOC9268854"
"XM_015793793.2","LOC9268854"
"XM_015793803.2","LOC4325531"
"XM_015766570.2","LOC4325533"
"XM_015773761.2","LOC4325534"
"XM_015766134.2","LOC4325535"
"XM_015776617.2","LOC4325536"
"XR_003240361.1","LOC112936144"
"XM_015777894.2","LOC4325537"
"XM_015766180.2","LOC4325538"
"XM_015781344.1","LOC107275864"
"XM_015780121.2","LOC4325539"
"XM_015780109.2","LOC4325557"
"XM_015758625.2","LOC4325558"
"XM_015758633.2","LOC4325559"
"XR_001540577.2","LOC107279203"
"XR_001540575.2","LOC107279203"
"XM_015758614.2","LOC4325560"
"XM_015758606.2","LOC4325560"
"XM_015770313.2","LOC4325561"
"XM_015770305.2","LOC4325561"
"XM_026023821.1","LOC4325561"
"XM_015770324.2","LOC4325562"
"XM_015791527.2","LOC9267882"
"XM_015781356.2","LOC4325563"
"XM_015781369.1","LOC107280813"
"XM_015792649.2","LOC4325564"
"XM_015780358.2","LOC4325565"
"XM_015766619.2","LOC4325567"
"XM_015766618.2","LOC4325567"
"XM_015766397.2","LOC4325568"
"XM_015766399.2","LOC9271635"
"XM_015766398.2","LOC9271635"
"XM_015793503.2","LOC4325570"
"XM_015793610.2","LOC4325571"
"XM_015793706.2","LOC107278670"
"XM_015793770.2","LOC107278375"
"XM_015781392.1","LOC107275362"
"XM_015793842.2","LOC4325572"
"XM_026023840.1","LOC107280560"
"XM_015778775.2","LOC4325252"
"XM_015766743.2","LOC4325253"
"XM_015792607.2","LOC4325254"
"XM_015792616.2","LOC4325254"
"XM_015792628.2","LOC9269554"
"XM_015792640.2","LOC4325256"
"XM_015792665.2","LOC4325257"
"XM_015792674.2","LOC4325257"
"XM_015792652.2","LOC4325258"
"XM_015779531.2","LOC4325260"
"XM_015779538.2","LOC4325260"
"XM_015780565.2","LOC9270889"
"XM_015777247.2","LOC4325263"
"XR_001546566.1","LOC107277386"
"XR_001546564.1","LOC107277386"
"XR_001546565.1","LOC107277386"
"XM_015774321.2","LOC4325264"
"XM_015774331.2","LOC4325265"
"XM_015786873.2","LOC4325266"
"XM_015780011.2","LOC4325267"
"XM_015789172.2","LOC107278291"
"XM_015789181.2","LOC107278291"
"XM_015790034.2","LOC9271443"
"XM_015774047.2","LOC4324576"
"XM_015774042.2","LOC4324576"
"XM_026023892.1","LOC4324577"
"XM_015789933.2","LOC4324577"
"XM_015781403.2","LOC107280816"
"XM_015781417.2","LOC4324579"
"XM_015791629.2","LOC107278500"
"XM_015775344.2","LOC4324580"
"XM_015758681.2","LOC4324581"
"XM_015795053.2","LOC9271145"
"XM_015795045.2","LOC9271145"
"XM_026023900.1","LOC4324583"
"XM_015769057.2","LOC4324584"
"XM_015756406.2","LOC4324585"
"XM_015756375.2","LOC4324587"
"XM_015756382.2","LOC4324587"
"XM_015756364.2","LOC4324588"
"XM_015756395.2","LOC4324589"
"XM_015778224.2","LOC4324590"
"XM_015773628.2","LOC4324638"
"XM_015773617.2","LOC4324638"
"XM_015772922.1","LOC4324639"
"XM_015786589.2","LOC4324640"
"XM_015786577.2","LOC4324641"
"XM_026022530.1","LOC4324642"
"XM_015765663.2","LOC4324643"
"XM_015765665.2","LOC4324644"
"XM_015765664.2","LOC4324644"
"XM_015765666.2","LOC4324644"
"XM_015766616.1","LOC4324645"
"XM_015766615.2","LOC4324646"
"XM_015787592.2","LOC4324647"
"XM_015787584.2","LOC4324647"
"XR_003240321.1","LOC112937656"
"XM_026023944.1","LOC4324648"
"XM_015786829.2","LOC4324648"
"XM_015766577.2","LOC4324650"
"XM_015766576.2","LOC4324650"
"XM_015766578.2","LOC4324650"
"XM_015768384.2","LOC4324651"
"XM_015778038.2","LOC9272458"
"XM_015762573.2","LOC4324652"
"XR_001541691.2","LOC107279549"
"XR_003241302.1","LOC107279549"
"XR_001541693.2","LOC107279549"
"XR_003241303.1","LOC112938268"
"XM_015762555.2","LOC4324653"
"XR_001541685.2","LOC9272318"
"XM_015762569.2","LOC9272318"
"XM_015762565.2","LOC4326697"
"XR_001548361.2","LOC4326698"
"XM_015795069.2","LOC4326698"
"XM_015795208.2","LOC4326699"
"XM_015795220.2","LOC4326700"
"XM_015795181.2","LOC4326701"
"XM_015795188.2","LOC4326701"
"XM_015795145.2","LOC4326702"
"XM_015795089.2","LOC4326702"
"XM_015795153.2","LOC4326702"
"XM_015795095.2","LOC4326702"
"XM_015795103.2","LOC4326702"
"XM_026023990.1","LOC4326702"
"XM_015795120.2","LOC4326702"
"XM_015795080.2","LOC4326702"
"XM_015795112.2","LOC4326702"
"XM_015795128.2","LOC4326702"
"XM_015795165.2","LOC9271065"
"XR_001548392.2","LOC4326703"
"XM_015765464.2","LOC4326704"
"XM_015790765.2","LOC4326705"
"XM_026022531.1","LOC9269106"
"XM_026024005.1","LOC112938271"
"XM_026024007.1","LOC107281996"
"XR_003241310.1","LOC107277076"
"XM_026024006.1","LOC107277076"
"XM_015794018.2","LOC4326708"
"XM_026024022.1","LOC4326709"
"XM_026024021.1","LOC4326709"
"XM_026024017.1","LOC4326709"
"XM_026024020.1","LOC4326709"
"XM_026024015.1","LOC4326709"
"XM_015764755.2","LOC4326709"
"XM_026024018.1","LOC4326709"
"XM_015764763.2","LOC4326709"
"XM_026024011.1","LOC4326709"
"XM_026024014.1","LOC4326709"
"XM_026024016.1","LOC4326709"
"XM_015766360.2","LOC4326710"
"XM_015766362.2","LOC4326711"
"XM_015774164.2","LOC4326729"
"XM_015787291.2","LOC4326730"
"XM_015766195.2","LOC4326731"
"XM_015766192.2","LOC4326732"
"XM_015766191.2","LOC4326732"
"XM_015766193.2","LOC4326733"
"XM_015766194.2","LOC4326733"
"XM_015776647.2","LOC4326734"
"XM_015774683.2","LOC4326735"
"XM_015765954.2","LOC4326736"
"XM_015773427.2","LOC9266550"
"XM_015765923.2","LOC4326738"
"XM_015765915.2","LOC4326738"
"XM_015774304.2","LOC4326739"
"XM_015790329.2","LOC107275880"
"XM_015769594.2","LOC4326740"
"XM_026024047.1","LOC4326741"
"XM_026024051.1","LOC4326741"
"XM_015760730.2","LOC4326742"
"XM_015772039.2","LOC4326743"
"XR_003241355.1","LOC4326744"
"XR_001543801.2","LOC4326744"
"XR_001543805.2","LOC4326744"
"XR_001543810.2","LOC4326744"
"XM_015771334.2","LOC4326744"
"XM_015771268.2","LOC4326744"
"XM_015774779.2","LOC4326745"
"XM_015774802.2","LOC4326745"
"XM_015774757.2","LOC4326745"
"XM_015774795.2","LOC4326745"
"XM_015774787.2","LOC4326745"
"XM_015774762.2","LOC4326745"
"XM_015774771.2","LOC4326745"
"XM_015788198.2","LOC4326746"
"XM_015766401.2","LOC4327178"
"XM_015793813.1","LOC4327179"
"XM_015793852.1","LOC4327180"
"XM_015793827.2","LOC4327181"
"XM_015793822.2","LOC4327182"
"XM_015793845.2","LOC4327183"
"XM_015793837.2","LOC4327184"
"XM_026024066.1","LOC112936119"
"XM_015766538.2","LOC4327186"
"XM_015761187.2","LOC4327187"
"XM_015761194.2","LOC4327187"
"XM_015761181.1","LOC4327187"
"XM_015761204.2","LOC4327188"
"XM_026024079.1","LOC4327188"
"XM_026024085.1","LOC4327188"
"XM_015761216.2","LOC4327188"
"XM_015761224.2","LOC4327188"
"XM_015761210.2","LOC4327188"
"XM_015761239.1","LOC4327189"
"XM_015792570.2","LOC4327191"
"XM_015785660.2","LOC4327191"
"XM_015778741.2","LOC4327191"
"XM_015770383.2","LOC4327192"
"XM_015757997.2","LOC4327193"
"XM_015757987.1","LOC4325877"
"XM_015766155.2","LOC4325878"
"XM_015766159.2","LOC4325879"
"XM_015766231.2","LOC4325880"
"XM_015766230.2","LOC4325880"
"XM_015766227.2","LOC4325882"
"XM_026024140.1","LOC9272170"
"XM_015766748.2","LOC9272170"
"XM_026024138.1","LOC9272170"
"XM_015766746.2","LOC9272170"
"XM_015766747.2","LOC9272170"
"XM_015766738.2","LOC9272170"
"XM_026024133.1","LOC9272170"
"XM_026024121.1","LOC9272170"
"XM_015766737.2","LOC9272170"
"XM_015766736.2","LOC9272170"
"XM_015766740.2","LOC9272170"
"XM_026024134.1","LOC9272170"
"XM_015766742.2","LOC9272170"
"XM_015766741.2","LOC9272170"
"XM_026024137.1","LOC9272170"
"XM_026024118.1","LOC9272170"
"XM_026024123.1","LOC9272170"
"XM_026024131.1","LOC9272170"
"XM_015766739.2","LOC9272170"
"XM_026024104.1","LOC4325885"
"XM_015767743.2","LOC4325885"
"XM_026024109.1","LOC4325885"
"XM_015767750.1","LOC4325885"
"XM_026024117.1","LOC4325885"
"XM_026024115.1","LOC4325885"
"XM_015766470.2","LOC9269785"
"XM_015766469.2","LOC4325890"
"XM_015766471.2","LOC107278458"
"XM_015762845.2","LOC4325891"
"XM_026024154.1","LOC107277850"
"XM_026024149.1","LOC107277850"
"XM_026024152.1","LOC107277850"
"XM_026024153.1","LOC107277850"
"XM_015762822.2","LOC107277850"
"XM_015762830.2","LOC107277850"
"XM_015762853.2","LOC4325892"
"XM_026024162.1","LOC4325893"
"XM_015763769.2","LOC4325893"
"XM_015765945.2","LOC4325894"
"XM_015765948.2","LOC4325894"
"XM_015765950.2","LOC4325894"
"XM_026024164.1","LOC4325894"
"XM_026024166.1","LOC4325894"
"XM_026024168.1","LOC4325894"
"XM_026024165.1","LOC4325894"
"XM_026024170.1","LOC4325894"
"XM_015765952.2","LOC4324276"
"XM_026024173.1","LOC4324277"
"XM_015781517.1","LOC107276826"
"XM_015757095.1","LOC4324278"
